p1.`gene.symbol`,p1.logFC,i.database,i.database_wnt,i.experimental,i.experimental_wnt,p2.`gene.symbol`,p2.logFC
CPEB4,0.183684,0.54,null,0.0,null,PKP3,0.363647
CPEB4,0.183684,0.54,null,0.0,null,PKP1,0.356785
PTPN13,0.335318,0.0,null,0.442,null,RAPGEF2,0.247096
PTPN13,0.335318,0.5,null,0.125,null,RND2,0.426379
MMP13,0.33979,0.0,null,0.422,null,TIMP2,0.196659
PPFIA2,0.390322,0.5,null,0.0,null,SYN2,0.252573
PPFIA2,0.390322,0.5,null,0.23,null,PTPRD,0.328461
PDPN,0.444778,0.5,null,0.0,null,SYK,0.538072
KIN,0.233667,0.0,null,0.8,null,SNRPE,0.257654
C9,0.295589,0.5,null,0.0,null,VTN,0.272829
CLEC2D,0.227545,0.7,null,0.875,null,KLRB1,0.641799
CLEC2D,0.227545,0.0,null,0.488,null,KLRC1,0.415408
ABCC9,0.444945,0.54,null,0.0,null,PLN,0.649859
ABCC9,0.444945,0.54,null,0.0,null,ATP12A,0.437637
ABCC9,0.444945,0.54,null,0.0,null,ABCG5,0.215812
ABCC9,0.444945,0.54,null,0.0,null,ABCD4,0.247259
AKAP9,0.21692,0.5,null,0.0,null,QKI,0.336457
AKAP9,0.21692,0.8,null,0.457,null,KCNQ1,0.466902
AKAP9,0.21692,0.0,null,0.575,null,PDE4DIP,0.539455
AKAP9,0.21692,0.5,null,0.0,null,SND1,0.278866
TTC21A,0.236813,0.54,null,0.247,null,WDR35,0.3133
EEF1A2,0.265824,0.0,null,0.9,null,HLA-DRA,0.374253
EEF1A2,0.265824,0.0,null,0.9,null,HLA-DRB1,0.29988
SGCD,0.497899,0.72,null,0.0,null,SNTG1,0.339273
GLP1R,0.373292,0.5,null,0.129,null,GNB5,0.263865
GLP1R,0.373292,0.5,null,0.802,null,GNG2,0.209126
GLP1R,0.373292,0.5,null,0.054,null,GNGT2,0.21966
GLP1R,0.373292,0.5,null,0.054,null,GNG12,0.301449
GLP1R,0.373292,0.5,null,0.054,null,GNG4,0.351324
GIP,0.426175,0.0,null,0.8,null,GNG2,0.209126
AKAP5,0.251339,0.8,null,0.292,null,IQGAP1,0.225673
AKAP5,0.251339,0.9,null,0.0,null,ROBO2,0.276698
IL12A,0.214961,0.5,null,0.0,null,IL6ST,0.446449
IL12A,0.214961,0.54,null,0.363,null,IL12RB2,0.306017
IL12A,0.214961,0.9,null,0.96,null,IL12B,0.255305
ATP6V1B1,0.346292,0.5,null,0.0,null,RRAGC,0.194649
ATP6V1B1,0.346292,0.9,null,0.781,null,ATP6V1G1,0.183705
ATP6V1B1,0.346292,0.718,null,0.61,null,TCIRG1,0.200151
ATP6V1B1,0.346292,0.5,null,0.13,null,RRAGB,0.462603
ATP6V1B1,0.346292,0.54,null,0.362,null,ATP6V1G3,0.405414
GFRA1,0.264889,0.5,null,0.0,null,GRB7,0.691319
GFRA1,0.264889,0.5,null,0.0,null,PIK3CA,0.271021
GFRA1,0.264889,0.4,null,0.0,null,NCAM1,0.214671
GFRA1,0.264889,0.5,null,0.0,null,RAP1GAP,0.182949
TCF4,0.333407,0.72,null,0.0,null,TCF7L2,0.285741
TCF4,0.333407,0.9,null,0.0,null,TLE4,0.439975
TCF4,0.333407,0.54,null,0.0,null,TCF7,0.585482
HSPB2,0.21209,0.0,null,0.926,null,HSPB3,0.218276
PAN3,0.335103,0.0,null,0.421,null,TNRC6B,0.215345
COL10A1,0.348252,0.4,null,0.0,null,COL14A1,0.370727
COL10A1,0.348252,0.54,null,0.0,null,COL4A5,0.192865
CHRNA2,0.201275,0.72,null,0.0,null,CHRND,0.384019
CHRNA2,0.201275,0.9,null,0.0,null,CHRNA9,0.191819
FCRL4,0.270748,0.0,null,0.405,null,TFF1,0.319749
MCAM,0.337115,0.4,null,0.162,null,RHOA,0.274713
FPR1,0.210465,0.0,null,0.8,null,GNG2,0.209126
FPR1,0.210465,0.9,null,0.0,null,FPR3,0.184534
EPHA3,0.430081,0.4,null,0.57,null,EPHA7,0.71634
EPHA3,0.430081,0.4,null,0.17,null,EPHA4,0.213477
GRIK3,0.218635,0.54,null,0.0,null,SCN1B,0.228173
GRIK3,0.218635,0.54,null,0.0,null,GRIN2A,0.240603
GRIK3,0.218635,0.54,null,0.074,null,GRIK4,0.366384
GRIK3,0.218635,0.54,null,0.0,null,SCN2A,0.384214
GRIK4,0.366384,0.54,null,0.0,null,SCN1B,0.228173
GRIK4,0.366384,0.54,null,0.0,null,GRIN2A,0.240603
GRIK4,0.366384,0.54,null,0.0,null,SCN2A,0.384214
MEPE,0.26975,0.0,null,0.405,null,PHEX,0.391614
DSC2,0.241778,0.5,null,0.292,null,DSG1,0.730429
DSC2,0.241778,0.5,null,0.23,null,PKP3,0.363647
DSC2,0.241778,0.5,null,0.042,null,PKP1,0.356785
ANKRD26,0.186678,0.0,null,0.497,null,BBS1,0.333176
ANKRD26,0.186678,0.5,null,0.125,null,RND2,0.426379
SH2D1A,0.216899,0.0,null,0.405,null,SLAMF7,0.197913
MYL7,0.270732,0.5,null,0.0,null,TPM2,0.260878
ICOS,0.267901,0.4,null,0.0,null,PIK3CA,0.271021
BDP1,0.304599,0.5,null,0.0,null,GTF3A,0.225266
BDP1,0.304599,0.5,null,0.0,null,POU2F1,0.246731
PIK3C2G,0.396153,0.54,null,0.0,null,SOCS2,0.576723
PIK3C2G,0.396153,0.54,null,0.0,null,PIK3CA,0.271021
PIK3C2G,0.396153,0.54,null,0.0,null,PIK3R5,0.185246
GNG4,0.351324,0.5,null,0.0,null,KCNJ16,0.900883
GNG4,0.351324,0.54,null,0.0,null,GNGT2,0.21966
GNG4,0.351324,0.5,null,0.0,null,PIK3R5,0.185246
GNG4,0.351324,0.5,null,0.0,null,OPN3,0.232037
GNG4,0.351324,0.5,null,0.0,null,GRIK3,0.218635
DNAH14,0.183248,0.36,null,0.129,null,DNAI1,0.396737
CAMK2D,0.338894,0.5,null,0.0,null,CAMK4,0.41971
CAMK2D,0.338894,0.0,null,0.44,null,ITPR3,0.250458
CAMK2D,0.338894,0.4,null,0.042,null,DLG2,0.408865
CAMK2D,0.338894,0.4,null,0.042,null,DLG3,0.296808
CAMK2D,0.338894,0.5,null,0.0,null,GRIN2A,0.240603
CAMK2D,0.338894,0.4,null,0.0,null,RASGRF2,0.241465
CYBB,0.223516,0.9,null,0.0,null,NOX1,0.621274
CYBB,0.223516,0.8,null,0.0,null,NCF1,0.181656
CYBB,0.223516,0.9,null,0.0,null,NOX4,0.274995
SCN2A,0.384214,0.5,null,0.0,null,SPTBN1,0.526969
ITGA10,0.30212,0.9,null,0.0,null,ITGA5,0.328094
ITGA10,0.30212,0.9,null,0.0,null,ITGB7,0.302266
ITGA10,0.30212,0.9,null,0.0,null,ITGB2,0.25966
ITGA10,0.30212,0.54,null,0.0,null,ITGAM,0.30444
ITGA10,0.30212,0.9,null,0.0,null,ITGAL,0.205699
IRS4,0.291584,0.0,null,0.578,null,PIK3CA,0.271021
MTMR10,0.276168,0.9,null,0.407,null,MTMR2,0.207259
COLEC11,0.396854,0.54,null,0.405,null,MASP2,0.501157
COLEC11,0.396854,0.54,null,0.0,null,FCN1,0.283858
ROR1,0.484788,0.9,0.9,0.164,0.164,ROR2,0.617844
ROR1,0.484788,null,0.5,null,0.292,WNT5A,null
ACTA2,0.227974,0.9,null,0.0,null,MYL9,0.222691
ACTA2,0.227974,0.54,null,0.134,null,DCTN5,0.30953
ACTA2,0.227974,0.5,null,0.0,null,CALD1,0.763408
ACTA2,0.227974,0.5,null,0.081,null,TPM2,0.260878
ACTA2,0.227974,0.0,null,0.446,null,FNTB,0.28263
ACTA2,0.227974,0.5,null,0.0,null,MYL7,0.270732
FGF6,0.315649,0.4,null,0.0,null,PIK3CA,0.271021
FGF6,0.315649,0.4,null,0.0,null,GAB1,0.24653
FGF6,0.315649,0.5,null,0.0,null,FLRT2,0.421881
GRM5,0.345324,0.5,null,0.292,null,HOMER1,0.517587
GRM5,0.345324,0.5,null,0.0,null,NRXN3,0.702632
GRM5,0.345324,0.5,null,0.0,null,NLGN4X,0.660919
GRM5,0.345324,0.5,null,0.0,null,NLGN4Y,0.339729
ARID4B,0.240389,0.5,null,0.195,null,GATAD2B,0.198319
ARID4B,0.240389,0.5,null,0.195,null,MTA3,0.368448
ARID4B,0.240389,0.0,null,0.473,null,ZNF704,0.31971
LRP6,0.299816,0.54,0.54,0.0,0.0,WNT2,0.506612
LRP6,0.299816,null,0.5,null,0.0,RNF43,null
LRP6,0.299816,null,0.7,null,0.96,SOST,null
LRP6,0.299816,null,0.5,null,0.292,WNT1,null
LRP6,0.299816,null,0.72,null,0.405,WNT3,null
LRP6,0.299816,null,0.8,null,0.514,WNT3A,null
LRP6,0.299816,null,0.5,null,0.0,WNT8A,null
LRP6,0.299816,null,0.5,null,0.0,WNT8B,null
LRP6,0.299816,null,0.5,null,0.292,ZNRF3,null
PCDHA4,0.388273,0.0,null,0.472,null,TCL1A,0.265799
CHN1,0.217298,0.0,null,0.518,null,CHN2,0.522455
ZNF462,0.201181,0.0,null,0.508,null,ZNF644,0.186103
TNNT1,0.280165,0.5,null,0.13,null,TPM2,0.260878
TNNT1,0.280165,0.9,null,0.443,null,TNNT2,0.188002
GBP1,0.211745,0.0,null,0.628,null,GBP2,0.355018
GBP1,0.211745,0.0,null,0.457,null,GBP5,0.333919
DPP4,0.365543,0.9,null,0.0,null,MME,0.52413
DPP4,0.365543,0.9,null,0.0,null,MEP1A,0.203694
DPP4,0.365543,0.9,null,0.0,null,MEP1B,0.192822
CCDC74B,0.25534,0.0,null,0.671,null,PSMD6,0.365664
CTSZ,0.222536,0.5,null,0.0,null,TGFA,0.297088
CTSZ,0.222536,0.5,null,0.0,null,SEC24D,0.257655
ACVR2A,0.252245,0.5,null,0.0,null,SMAD1,0.451537
ACVR2A,0.252245,0.5,null,0.292,null,TDGF1,0.453062
ACVR2A,0.252245,0.5,null,0.0,null,SMAD9,0.42442
ACVR2A,0.252245,0.5,null,0.0,null,SMURF1,0.227937
ACVR2A,0.252245,0.5,null,0.0,null,CFC1,0.30862
ACVR2A,0.252245,0.72,null,0.0,null,TGFBR3,0.182201
DKK2,0.422196,0.5,0.5,0.416,0.416,LRP6,0.299816
DKK2,0.422196,null,0.9,null,0.0,DKK4,null
DKK2,0.422196,null,0.5,null,0.098,LRP5,null
C15orf48,0.33796,0.54,null,0.0,null,COX7B2,0.816351
C15orf48,0.33796,0.54,null,0.0,null,NDUFA4L2,0.392948
KLRC2,0.282215,0.9,null,0.292,null,TYROBP,0.495729
KLRC2,0.282215,0.5,null,0.0,null,SYK,0.538072
KLRC2,0.282215,0.5,null,0.0,null,VAV3,0.25453
KLRC2,0.282215,0.5,null,0.0,null,LCK,0.376528
KLRC2,0.282215,0.9,null,0.57,null,KLRD1,0.327044
KLRC2,0.282215,0.4,null,0.0,null,KLRK1,0.289105
KLRC2,0.282215,0.5,null,0.0,null,PIK3CA,0.271021
KLRC2,0.282215,0.9,null,0.0,null,KLRC4,0.25385
CACNB4,0.197068,0.72,null,0.326,null,CACNG1,0.53465
CACNB4,0.197068,0.54,null,0.0,null,PDE4D,0.189495
CACNB4,0.197068,0.5,null,0.0,null,NCAM1,0.214671
IGFBPL1,0.343805,0.0,null,0.591,null,SNX2,0.251128
SMURF1,0.227937,0.5,null,0.292,null,XPO1,0.380816
SMURF1,0.227937,0.5,null,0.457,null,TGFBR2,0.276007
CHRNA9,0.191819,0.72,null,0.0,null,CHRND,0.384019
BSN,0.397968,0.8,null,0.0,null,PCLO,0.370113
ATP12A,0.437637,0.72,null,0.149,null,PLN,0.649859
ATP12A,0.437637,0.36,null,0.185,null,ATP1B4,0.399616
HSD11B2,0.305845,0.0,null,0.409,null,TCERG1,0.204647
POU2AF1,0.362165,0.0,null,0.457,null,SIAH1,0.207217
POU2AF1,0.362165,0.0,null,0.42,null,POU2F2,0.194545
POU2AF1,0.362165,0.0,null,0.96,null,POU2F1,0.246731
NFATC2,0.251236,null,0.9,null,0.0,NFATC3,null
NFATC2,0.251236,null,0.9,null,0.0,NFATC4,null
NFATC2,0.251236,null,0.5,null,0.405,PPP3CA,null
NFATC2,0.251236,null,0.5,null,0.0,PPP3CB,null
NFATC2,0.251236,null,0.5,null,0.0,PPP3R1,null
FCGR3B,0.188226,0.9,null,0.0,null,SYK,0.538072
IL1RAPL2,0.374002,0.7,null,0.0,null,PTPRD,0.328461
DAPL1,0.198881,0.0,null,0.459,null,RPL28,0.205076
DAPL1,0.198881,0.0,null,0.459,null,RPS5,0.181873
FZD8,0.182239,0.65,0.65,0.0,0.0,ROR2,0.617844
FZD8,0.182239,0.9,0.9,0.0,0.0,GPC4,0.406086
FZD8,0.182239,0.5,0.5,0.078,0.078,WNT2,0.506612
FZD8,0.182239,0.65,0.65,0.0,0.0,ROR1,0.484788
FZD8,0.182239,0.8,0.8,0.457,0.457,LRP6,0.299816
FZD8,0.182239,0.5,0.5,0.078,0.078,WNT4,0.213563
FZD8,0.182239,null,0.8,null,0.292,LRP5,null
FZD8,0.182239,null,0.5,null,0.292,RNF43,null
FZD8,0.182239,null,0.9,null,0.0,RYK,null
FZD8,0.182239,null,0.5,null,0.319,WNT1,null
FZD8,0.182239,null,0.5,null,0.053,WNT10A,null
FZD8,0.182239,null,0.5,null,0.053,WNT10B,null
FZD8,0.182239,null,0.5,null,0.078,WNT11,null
FZD8,0.182239,null,0.5,null,0.078,WNT16,null
FZD8,0.182239,null,0.5,null,0.078,WNT2B,null
FZD8,0.182239,null,0.5,null,0.903,WNT3,null
FZD8,0.182239,null,0.5,null,0.319,WNT3A,null
FZD8,0.182239,null,0.5,null,0.078,WNT5A,null
FZD8,0.182239,null,0.5,null,0.078,WNT6,null
FZD8,0.182239,null,0.5,null,0.078,WNT7A,null
FZD8,0.182239,null,0.5,null,0.078,WNT7B,null
FZD8,0.182239,null,0.5,null,0.366,WNT8A,null
FZD8,0.182239,null,0.5,null,0.078,WNT8B,null
FZD8,0.182239,null,0.5,null,0.053,WNT9A,null
FZD8,0.182239,null,0.5,null,0.053,WNT9B,null
FZD8,0.182239,null,0.5,null,0.0,ZNRF3,null
RASL10A,0.196593,0.0,null,0.511,null,RHOA,0.274713
JAG2,0.22964,0.9,null,0.297,null,NOTCH3,0.464546
RFC1,0.234768,0.5,null,0.0,null,WDR48,0.229982
INA,0.196644,0.0,null,0.42,null,NES,0.210023
INA,0.196644,0.0,null,0.637,null,NEFM,0.234662
IL20,0.209003,0.8,null,0.937,null,IL20RB,0.273865
IL20,0.209003,0.9,null,0.0,null,IL24,0.286334
IL20,0.209003,0.5,null,0.946,null,IL20RA,0.262906
FGF10,0.36056,0.5,null,0.0,null,FGFBP2,0.623607
FGF10,0.36056,0.4,null,0.0,null,FGF5,0.18074
FGF10,0.36056,0.4,null,0.0,null,PIK3CA,0.271021
FGF10,0.36056,0.4,null,0.0,null,FGF2,0.437948
FGF10,0.36056,0.4,null,0.0,null,GAB1,0.24653
FGF10,0.36056,0.5,null,0.0,null,FLRT2,0.421881
FGF10,0.36056,0.4,null,0.0,null,FGF6,0.315649
MYF6,0.195684,0.5,null,0.564,null,TCF4,0.333407
MYF6,0.195684,0.0,null,0.431,null,NES,0.210023
ABCG5,0.215812,0.72,null,0.0,null,PLN,0.649859
ABCG5,0.215812,0.72,null,0.0,null,ATP12A,0.437637
IL20RA,0.262906,0.8,null,0.946,null,IL20RB,0.273865
IL20RA,0.262906,0.5,null,0.0,null,IL24,0.286334
PAX3,0.180819,0.9,null,0.0,null,PAX7,0.346622
LEF1,0.22318,0.54,0.54,0.457,0.457,TCF7L2,0.285741
LEF1,0.22318,0.54,null,0.0,null,TLE4,0.439975
LEF1,0.22318,0.54,0.54,0.0,0.0,TCF7,0.585482
